Tweet,Matched Keywords,Date,User,Source,Tweet ID,Tweet URL,Followers,Friends,Favorite
@dmarcushammond_ Okay Biden,Biden,8/14/2020 9:36,ssErrAeeD,Twitter for Android,1.29E+18,https://twitter.com/statuses/1294206238390181888,8,95,0
President trump you can’t take away the USPS. Millions of people get mail still and thousands of people work for the USPS. If you want the black peoples vote you can’t take away jobs.,Trump,8/14/2020 9:36,greg95221442,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1294206243675004928,0,22,0
@ACTBrigitte California with 20 more in my family voting for President Trump!,Trump,8/14/2020 9:36,LindaMa71919108,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1294206243452551168,1,61,0
Has a reporter asked Joe Biden even one question. Not to mention asking him questions about all the lies he's told https://t.co/EROUVTAkMT,Biden,8/14/2020 9:36,imprompt222,Twitter for Android,1.29E+18,https://twitter.com/statuses/1294206242991284229,148,290,0
@Switchfroe But if Trump does pull it out you can expect more riots and chaos.,Trump,8/14/2020 9:36,brett_kreamer,Twitter for Android,1.29E+18,https://twitter.com/statuses/1294206250041913344,111,815,0
"@Acosta You’re a LIAR! POTUS TRUMP knew nothing of the sort until it was brought up to him in yesterday’s Press Briefing. And for the record, he SHOULD-she’s an anchor baby. Her Parents were illegal when she was born.",Trump,8/14/2020 9:36,bmatts212,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1294206247231729665,596,204,0
"@FeatherC1 ...not all Trump supporters are overtly racist, or consider themselves racist, but all of them definitely are racist in some way, shape, form or manner. You can't tell them that though  they won't want to know, this is the insidious angle Trumps plays at.",Trump,8/14/2020 9:36,HCVDVN,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206254097801226,103,266,0
"‘Do you regret at all, all the lying you’ve done?’: A reporter’s blunt question to Trump goes unanswered https://t.co/VsaEm5S8Yo",Trump,8/14/2020 9:36,OrtollServando,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1294206253325901824,4302,4972,0
Trump echoes fringe birther attack on Harris https://t.co/olEV2RHpmP,Trump,8/14/2020 9:36,InSpiteOfTrump,I Just Want To Tweet,1.29E+18,https://twitter.com/statuses/1294206250708873217,37170,17708,0
Trump stokes 'birther' conspiracy theory about Kamala Harris https://t.co/b4vbIwGtA2,Trump,8/14/2020 9:36,amritsood3,Twitter for iPad,1.29E+18,https://twitter.com/statuses/1294206257956560896,38,461,0
"Top story: @therecount: 'Trump ignores this question: ""After 3-and-a-half years, do you regret at all, all the lying you've done to the American people, all the dishonesties?"" ' https://t.co/5auYoUox2o, see more https://t.co/YVxoHDadk2",Trump,8/14/2020 9:36,BarbaraRacek,The Tweeted Times,1.29E+18,https://twitter.com/statuses/1294206257046454272,11102,11696,2
"I've heard a really interesting thing about how majority of Pornstars actually Vote Conservative... While you all know how I already feel about that.

I will find the justifications towards supporting Trump and the GOP, interesting when Kamala Harris is Offering this:

#Kemalreis https://t.co/aw2RYql5Ak",Trump,8/14/2020 9:36,BlackedHatGuy,Twitter for Android,1.29E+18,https://twitter.com/statuses/1294206256488558592,488,376,0
@realDonaldTrump Thank you Trump for solving the middle east problems that nobody has been able to solve 🙏🏼 If obama or bush just read the art of the deal maybe they wouldn’t have been so bad at negotiating https://t.co/0aOjmhB8fA,Trump,8/14/2020 9:36,DaveMcGarvis,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1294206261932756992,151,543,0
"President Trump requests mail-in ballot for upcoming Florida primary, despite rhetoric https://t.co/xgS4TFWYne via @usatoday",Trump,8/14/2020 9:36,Chapter6Zero,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206261748105216,13122,13146,2
"Elected Democrats blame President Trump for EVERYTHING...including,  what Insurance Companies determine are *Acts of God*...IF it's BAD Trump did it...China releases a Bio-weapon on the World to RE-SET THEIR FAILING ECONOMY & level the Market * playing field* & it's Trump's fault https://t.co/qfvujJPXKK",Trump,8/14/2020 9:36,Catheri17371327,Twitter for Android,1.29E+18,https://twitter.com/statuses/1294206266961616896,1427,1985,1
Sam Donaldson exposes Biden Lies https://t.co/tQ9Gso9hpI via @YouTube. Seems as though there are 2 frauds on the Dem ticket 2020. Both Harris and Biden are untrustworthy.,Biden,8/14/2020 9:36,mallen512000,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1294206266798149637,109,145,0
@CeoOfAntifaJess I would support Biden if he was for Medicare for all. Until then it’s still a live negotiation.,Biden,8/14/2020 9:36,nativespecies,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1294206265564921857,412,2267,0
@LizRNC Now do tRump... https://t.co/IY1bhU9jGK,Trump,8/14/2020 9:36,WarriorLibESQ,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206271248359424,2743,4995,0
@KamalaHarris So fishy ... nothing adds up. These tweets ment to be for us to wake up! Trump already won! #Trump2020LandslideVictory,Trump,8/14/2020 9:36,Sally21071596,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206268337520642,917,822,0
"@Tina_Noire Yes, I have a mask in my pocket in case I get close to anyone, but if you watch what Biden SAID, he's talking about wearing a mask ALL THE TIME OUTDOORS, and that is scientifically stupid.",Biden,8/14/2020 9:36,Local_Man,Twitter for Android,1.29E+18,https://twitter.com/statuses/1294206272540160004,120,893,0
"@JamilaRizvi Presuming you’re right on top of the us election campaign, including the V.P. nomination process? 

Or just jumped on the bandwagon? 

The cartoon isn’t racist, but a hilarious representation of democrat politics & Joe Biden. Of course you know that, but have fans to please?",Biden,8/14/2020 9:36,b_leeder,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1294206272313544704,25,258,0
THIS is what LAPD + Torrance Police hides from you. Random 5150 holds + attacks on the same individual because I won’t marry a Trump Support nor Black man. I’m Gay + Married to a Mexican. Just let me live. YOU LOSE EVERYTIME. HIT YOUR HISTORY WILL ♾ HAUNT YOU. BEWARE *~* https://t.co/px0n6qGMSl,Trump,8/14/2020 9:36,vchulx,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1294206278063947776,113,376,0
"@Dan_Arrows Yeah, dan, it's a much better idea to give up all leverage and wordlessly bow down to the corporatist masters. Really great idea. Perfect, fascism will be defeated in no time, the republicans will never recover and Biden will magically change his mind on everything for no reason.",Biden,8/14/2020 9:36,JokingDev,Twitter for Android,1.29E+18,https://twitter.com/statuses/1294206276054941698,199,116,3
"Trump opposes election aid for states and Postal Service bailout, threatening Nov. 3 vote https://t.co/N89UiwZLgn",Trump,8/14/2020 9:36,chuckshome,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206281633284098,851,2554,0
"@realDonaldTrump Where is your healthcare plan?  Oh, you don’t have one.  Who did you pay to take your entrance exams to Wharton?   Just ask Mary L Trump.  Real reason you don’t like the NT Times?  Really good article when they disclosed a rich family’s fraud.",Trump,8/14/2020 9:36,joeymerkord,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1294206287090266113,1,59,0
@hodgetwins Before posting my comment Twatter add Sc led if I wanted to revise my comment!!!🤣 🇺🇸TRUMP 2020🇺🇸!!!,Trump,8/14/2020 9:36,LuccoPatrick,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1294206285659934720,123,174,0
"If we live through 2020 and defeat Trump, at 90 years old we may be seen as hero war veterans. Which will somewhat be correct. Every day we duck and dive from someone who's trying to kill us with little congressional support and then we keep firing back.

#Resist",Trump,8/14/2020 9:36,ConspiracyTs,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206285517393921,43323,38567,8
@kurteichenwald When will all the victims of Donald Trump expose him for what he is. https://t.co/374YImKZAD,Trump,8/14/2020 9:36,Meme_Prop_ganda,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1294206284754030593,1,127,0
"Kamala Harris hit by 'birther' conspiracy, President Donald Trump says 'she doesn't qualify to serve as US VP' https://t.co/hf98BXCxLm",Trump,8/14/2020 9:36,7starggsnews,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206291141746689,630,2002,0
Oh dear @CyrilRamaphosa for once I agree with Trump #VoetsekANC https://t.co/LvhTffqPe6,Trump,8/14/2020 9:36,KatStrombeck,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206299064930313,474,160,5
"Johannes Leak is in trouble?

Hear what Biden has to say  🤔

👇👇👇 https://t.co/HIkgyFCXMX",Biden,8/14/2020 9:36,SylviaDeeDee,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206305142358018,6467,6473,1
@kaatiemxx Shes a right wing Christian trump supporting nut    of course shes mad,Trump,8/14/2020 9:36,cambo691,Twitter for Android,1.29E+18,https://twitter.com/statuses/1294206304387465220,1730,2819,1
@notevading in 2016 there was a pollster who said hed eat a bug if trump won and he did it i wonder if hes still at it,Trump,8/14/2020 9:36,seymour_ice,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206302919340032,297,748,0
Biden Calls for National Outdoor Mask Mandate: 'Next Three Months at a Minimum' https://t.co/p7MJRwAKAe,Biden,8/14/2020 9:36,MLBtsr14,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206308397219841,510,1188,0
Biden reiterates call for nationwide mask mandates at second event with Harris https://t.co/b9ChzVxe3F,Biden,8/14/2020 9:36,InSpiteOfTrump,I Just Want To Tweet,1.29E+18,https://twitter.com/statuses/1294206312478375937,37170,17708,5
‘This really takes some chutzpah’: Hillary Clinton’s prediction of what Trump WON’T do if he loses sets a new psychological projection record https://t.co/ohZ85QBDJc via @twitchyteam,Trump,8/14/2020 9:36,Debavellan,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206311631130624,2593,2791,0
@realDonaldTrump The Trump Train will be Derailed on November 3rd,Trump,8/14/2020 9:36,NateAnderson32,Twitter for Android,1.29E+18,https://twitter.com/statuses/1294206310523830272,72,704,0
"@realDonaldTrump Tucker is a bitter and twisted little man.
The world is too horrified to laugh at Trump's presidency. The world recoils from the stench.",Trump,8/14/2020 9:36,PaQuoVadis,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206313946394625,730,731,1
Isn't it ODD that Trump has people around you that have Covid-19 and you don't. You probably have had the Russian Vaccine all along. This whole Covid-19 was created by Russia and Putin. Now you are supporting his vaccine.,Trump,8/14/2020 9:36,WIdrinktomuch,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206318253936643,0,0,0
Health Warning: Donald Trump dog whistle politics is infecting Irish politics. If not treated properly it can seriously damage your health https://t.co/6dDZQxMID5,Trump,8/14/2020 9:36,DaithiDoolan,Twitter for Android,1.29E+18,https://twitter.com/statuses/1294206324008538112,4491,5004,34
"President Trump picked White House adviser and former Fannie Mae official Robert Benedict Bowes to serve on the Commodity Futures Trading Commission, which regulates derivatives markets https://t.co/WbzAg5h909",Trump,8/14/2020 9:36,WSJPolitics,SocialFlow,1.29E+18,https://twitter.com/statuses/1294206322129489920,144767,249,1
Joe Biden makes statements like fixing what has been done wrong but He NEVER EXPLAINS WHAT HE MEANS . WHY ?,Biden,8/14/2020 9:36,CharonDoug,Twitter for Android,1.29E+18,https://twitter.com/statuses/1294206333596643328,9,15,0
"GOOGLE-YOUTUBE became a pharmaceutical investor to profit from THE COVIDSCAM so did AMAZON and FACEBOOK - they plan to CREAM UP MILLIONS off of the vaccines TRUMP, ARDERN and other CORRUPT GOVTS have thrown billions taxpayer dollars into - being made in conjunction with CHINA!",Trump,8/14/2020 9:36,AzureViolette,Twitter for Android,1.29E+18,https://twitter.com/statuses/1294206333063839744,877,3420,6
A lot of my clients are Trump supporters. I really be wondering what goes on in their heads 😐,Trump,8/14/2020 9:36,deefinewhine,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1294206337237299201,2457,714,0
"Who promised to put her in Jail & End The Rothschilds Fed Reserve? Trump! 1790: Mayer Amschel Rothschild states,
 ""Let me issue and control a nation's money and I care not who writes the laws."" 1791: The Rothschilds get, ""control of a nation's money https://t.co/m2WJJogoCj https://t.co/pC8MCjraqG",Trump,8/14/2020 9:36,MichaelDCorby1,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206336427790339,336,1381,0
@SenatorCollins Support President Trump!,Trump,8/14/2020 9:36,Cyclist66,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206341700091904,1797,2615,0
"@Jenny_IDLYITW That's been your problem in the States, nobody asks anything like a tough question, nor do they follow up. That ""lies"" question is bang on the money and absolutely fair game. Trump is a pathological liar.",Trump,8/14/2020 9:36,domjoly,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1294206355310600192,183932,340,3
@hipsterelectron She threw her comrades under the bus to try and garner favor with Biden and now she's got less than when she started.,Biden,8/14/2020 9:36,B_Whitewind,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206354454990848,1120,1253,1
@nytimes Disaster si the name of situation Trump goverment si a disaster,Trump,8/14/2020 9:36,OmegaSanitario,Twitter for Android,1.29E+18,https://twitter.com/statuses/1294206354031357953,20,43,0
@brandonmcg Sadly this means that someone like Marshall steps in and has to explain to people that much of Trump's political platform is more in line with Catholicism than the Holy Father's explicit/implicit political views on those subjects. Otherwise grave scandal ensues on a grand scale.,Trump,8/14/2020 9:36,Piepellicane1,Twitter for Android,1.29E+18,https://twitter.com/statuses/1294206353712599040,20,38,0
@Zigmanfreud Trump caused this pandemic in America and refuses to do his job to clean up the mess,Trump,8/14/2020 9:36,aka12144,Twitter for Android,1.29E+18,https://twitter.com/statuses/1294206356694732801,4635,4523,0
Donald Trump And Kelly Bundy Can't Pronounce Yosemite! https://t.co/Wu8nkxknO5 via @YouTube,Trump,8/14/2020 9:36,sacollectibles,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206355759337472,744,1258,0
@SkyNews Trump thinks Germany and Scotland are villages in Texas!,Trump,8/14/2020 9:36,AfriDevMama,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206367515860992,451,2431,2
'Do you regret all your lying?' White House reporter's question startles Trump https://t.co/1oJA1MyDwY,Trump,8/14/2020 9:36,HannahJBetts,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1294206369944535043,6676,1321,1
@Link1709 Good thing I only have good opinions then and think Donald Trump is the scum of the earth,Trump,8/14/2020 9:36,SweetPeachGames,Twitter for Android,1.29E+18,https://twitter.com/statuses/1294206368837181440,6817,3837,1
@M2Madness Trump 2020😎😎😎🖕🖕🖕,Trump,8/14/2020 9:36,GrassoMonique,Twitter for Android,1.29E+18,https://twitter.com/statuses/1294206375644606464,528,583,1
@khalafroula Excellent. Trump's anti-Iran Axis is working and building momentum. Saudi likely to be next to join.,Trump,8/14/2020 9:37,FarleyP,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206377775308800,435,412,0
CAN  GET A SHITLOAD OF RETWEETS TO FUCK TRUMP? https://t.co/iTgiG0ybyN,Trump,8/14/2020 9:37,MARKWAXLER,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206376986775552,267,4898,2
"Trump, the „perfect Hair President“ https://t.co/yCJnEBzQ3e
#ThatsReallyTrump",Trump,8/14/2020 9:37,ConnyLipp,Twitter for Android,1.29E+18,https://twitter.com/statuses/1294206376663756802,40,257,0
"@XanderhalTV I understand the reasoning behind this take but the optics, not great.

Like in a purely consequentialist sense, anyone should vote for Biden in any contested state, but I couldn't hold it against her if she refused to given her unique situation.",Biden,8/14/2020 9:37,WWerefish,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206382560829440,121,808,5
"The #LoserInChief never quits messing with the #TrumpVirus data!
👇👇👇
US government health advisers say hospitals are 'scrambling' after Trump administration's 'abrupt' change to Covid-19 data reporting requirements https://t.co/gBsxY5Bs1I",Trump,8/14/2020 9:37,klingensmith_j,Twitter for Android,1.29E+18,https://twitter.com/statuses/1294206387417882625,22713,24878,2
"Aug. 13, 2020
Pres. Trump announces peace agreement between Israel and the UAE. ~17 min
https://t.co/wHS0XoFwSu",Trump,8/14/2020 9:37,Dilly1011,Twitter for Android,1.29E+18,https://twitter.com/statuses/1294206385497018368,32,431,0
"Trump’s boy Genius???

Scandal surrounding Jared Kushner grows more serious

https://t.co/4R73VofsnJ",Trump,8/14/2020 9:37,pierrewbii,Twitter for Android,1.29E+18,https://twitter.com/statuses/1294206384893038593,2992,5001,3
@AnnCoulter Biden will return to the basement.,Biden,8/14/2020 9:37,Nieuw100,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1294206397136207874,7,143,0
@HawaiiDelilah Been calling it for a bit. We may get to the point it’s required. Would make wall street n tech bros dump Mitch/trump.,Trump,8/14/2020 9:37,Jazz_HSP,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206393583570944,57,202,0
Trump has finally found a doctor who is willing to assist in spreading pandemic propaganda https://t.co/ld75MlOGni,Trump,8/14/2020 9:37,dailykos,Social Media Publisher App ,1.29E+18,https://twitter.com/statuses/1294206397882806272,289598,9626,29
"Biden Pushes for National Mask Mandate - [How Coronavirus Impact Economy, US Market News], Source: Barrons - https://t.co/bKCt6w6amH https://t.co/NlvWybPGhD",Biden,8/14/2020 9:37,nonsellcom,NonSell Twitter,1.29E+18,https://twitter.com/statuses/1294206403943399424,289,437,0
"@NeverStopLear13 BTW. You do realize that Trump is lying about his weight right. He is 6'2"" & he weighs 298lb.",Trump,8/14/2020 9:37,BruceEppard2,Twitter for Android,1.29E+18,https://twitter.com/statuses/1294206413192003585,1896,5002,0
"""This is a book the President of the United States does not want you to read,"" Trump's former lawyer writes. https://t.co/koZ7FvbU9S via @HuffPostPol",Trump,8/14/2020 9:37,paul1190,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206412785147905,51,263,0
@suicideslastca1 No deal to help people & trump destroying the USPS to sabotage mail in ballots. (While he tries to sneak cutting the payroll tax essentially defunding SS & saving him a shit ton of money. It's a dumpster fire.,Trump,8/14/2020 9:37,BladesOfBmore,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206420133523458,405,380,1
"we all learned when we got sick we got loved so we all longed to be sick as often as possible, Trump transferred that longed for wish onto the nation as peak social decision maker, if not for me, the Voice of the father social sanction correcting him back to Normative social role",Trump,8/14/2020 9:37,TheHeroOfNormal,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206419541999616,187,231,0
@Amy_Siskind Trump would call it Federal property and shoot people,Trump,8/14/2020 9:37,GarfieldAJones,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1294206430870999040,349,1259,0
"Trump gives credence to false, racist Harris conspiracy  (from @AP) https://t.co/bdFOp2dcDF",Trump,8/14/2020 9:37,SergioMcGee4,Twitter for iPad,1.29E+18,https://twitter.com/statuses/1294206429793058818,183,4998,0
"@Will_Bunch Anyone considered that Trump *wants* people to not vote by mail....

That maybe there’s a reason for that?

How about just mailing your ballot early.",Trump,8/14/2020 9:37,Noneya_Mindyers,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206429323317253,696,2133,1
"@charliekirk11 You CAN'T be SERIOUS!
Donald Trump deserves to be put in JAIL!!!
165,000 DEAD AMERICANS!
15,000 MISTRUTHS and LIES!!
IF NOTHING ELSE HE DESERVES TO GO TO JAIL FOR FELONY STUPID!!!

MY OPINION",Trump,8/14/2020 9:37,JeffreySDavis2,Twitter for Android,1.29E+18,https://twitter.com/statuses/1294206427003645952,6,44,0
She goes on to commit a crime Joe Biden Corn Pop shirt . and all the Islamophobes are excited to target of   a Muslim hijab wearing woman like you so they can spread their propaganda.  #JoeBidenCornPopshirt https://t.co/081UE9H3Ya https://t.co/RBiCH1GeoN,Biden,8/14/2020 9:37,tshirttrend3,Blog2Social APP,1.29E+18,https://twitter.com/statuses/1294206434494885888,36,104,0
@wideofthepost only reason harris and buttigieg are polling that high is because nobody thinks aoc will actually run. Without Bernie and without the looming threat of a Trump re-election the list of Dem candidates is wholly uninspiring,Trump,8/14/2020 9:37,TarynJay6,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206431906807816,168,480,1
Trump loves to blame everyone else for everything he does wrong. He is a sad excuse for a President. This country is falling apart under his moronic leadership. @realDonaldTrump,Trump,8/14/2020 9:37,Linda26208329,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1294206431743352833,0,0,0
"Trump Humiliates Himself So Badly, Even Fox Cuts Away https://t.co/2t0waBubYa via @YouTube",Trump,8/14/2020 9:37,alienangel555,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206431068069888,146,493,0
@kanyewest For him to say bush didn’t care about black people. Yet supports the most bigoted person our country has ever seen. This is just a ploy for him to siphon votes from Biden. Your mother would be so disappointed bro it’s sad honestly...https://t.co/qNev0vrq1e https://t.co/ViOfLXW8fl,Biden,8/14/2020 9:37,Santanasworld25,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1294206437305061376,43,43,0
"@DariusA50493797 President Trump won in Ohio by 480,000 votes in 2016. That will not change in 2020.

#MAGA",Trump,8/14/2020 9:37,Payforplay101,Twitter for Android,1.29E+18,https://twitter.com/statuses/1294206437254668288,838,1120,0
@EricTrump Where’s the money you stole from the charity to benefit children with cancer? Where’s trump university?,Trump,8/14/2020 9:37,Glicks23,Twitter for iPad,1.29E+18,https://twitter.com/statuses/1294206443521024000,50,178,0
@TeamTrump I Stand With President Trump and Vice President Pence     E.A.Rink 🍀😊🙏❤️🇺🇸🇺🇸,Trump,8/14/2020 9:37,RinkEarleen,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1294206440077393920,2,5,0
"Trump has dealt seniors, who represent 23% of registered voters, 2 devastating blows in a matter of days #SmartNews  https://t.co/nudCJmv91T",Trump,8/14/2020 9:37,compaulfox,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1294206447534866432,7,50,0
Donald Trump is trying to steal the election https://t.co/2qEDeXMCYp,Trump,8/14/2020 9:37,Michell82968785,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1294206445190356994,9316,9326,0
@brianschatz Donald Trump is untouchable....,Trump,8/14/2020 9:37,Erin_no_Erin,Twitter for Android,1.29E+18,https://twitter.com/statuses/1294206444187787265,102,266,0
"@MSNBC Only the Trump crime family, could turn an egotistical, self absorbed celebrity like Kanye, into a sympathetic figure.",Trump,8/14/2020 9:37,BranchCom2001,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206450357743616,457,478,2
"If politicians are known liars and you can’t trust them- then is everything Biden said - false or untrue? 

What can we believe from Biden?

 How do we know that story wasn’t made up to simply get in on mediums ?",Biden,8/14/2020 9:37,Realsashatoth,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206459169841157,696,54,0
'Do you regret all your lying?' White House reporter's question startles Trump https://t.co/P4DFpqyfrI,Trump,8/14/2020 9:37,StreatfieldBill,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206462462431232,74,390,0
"Trump has requested him Mail in ballot, have you? #vote #VoteByMail2020 

https://t.co/9a3JiObXpp",Trump,8/14/2020 9:37,pjluntz,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1294206461489360897,1391,4656,0
"@MatthewBevan Isn’t this cartoon making a comment on Biden’s “go easy on me, kid” comment to Harris during the Dem debates as well as his continued very public casual racism? I’m genuinely unsure that this cartoon is racist but will continue to listen and learn.

https://t.co/0c6x45gV0g",Biden,8/14/2020 9:37,serengetisunset,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1294206468456030208,451,560,0
Michael Cohen releases excerpt and cover on Trump tell-all book: ‘I know where all the skeletons are buried’ https://t.co/cwYXo3GHri,Trump,8/14/2020 9:37,GatzTdaMax,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206466539257856,480,2160,0
"4. I don’t see how Trump is wrong not taking a position in a long-running, abstruse debate on constitutional law. 

https://t.co/If1IigCmJC",Trump,8/14/2020 9:37,stevengberman,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1294206472801460225,1853,788,0
"""What would a Joe Biden Presidency look like?"" https://t.co/FqpxDoRhOA",Biden,8/14/2020 9:37,bigbrobrah,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206472054804480,129,217,4
@DoctorHenryCT Because trump is a con man and they are the “mark”,Trump,8/14/2020 9:37,DKNY58A,Twitter for iPad,1.29E+18,https://twitter.com/statuses/1294206474940383232,2883,2543,0
"Americans knew that Mutt and Jeff were soon to be gone and began spending.  Trump increased American confidence and the rise couldn’t be stopped by the Democratic Communist until their Chinese partners released the world-wide pandemic. 

Go home! https://t.co/FRnTpl9F3h",Trump,8/14/2020 9:37,CovfefeJack,Twitter for iPad,1.29E+18,https://twitter.com/statuses/1294206473388449792,13185,14415,0
"What is Joe Biden's China policy ?
What is Joe Biden's China policy ?
What is Joe Biden's China policy ?
What is Joe Biden's China policy ?
What is Joe Biden's China policy ?
What is Joe Biden's China policy ?
What is Joe Biden's China policy ?",Biden,8/14/2020 9:37,NeuralWave,Twitter Web App,1.29E+18,https://twitter.com/statuses/1294206479956717568,1120,1014,0
